id,"Длина стандартной трубы, м ",caption,"Общая длина (с раструбом), м ",Внутренняя поверхность трубы ,Цвет трубы снаружи ,title,"Внутренний диаметр, мм ",Основной вид соединения ,"Кольцевая жесткость, кН/м2 ",Материал ,Структура трубы ,"Наружный диаметр, мм ",Страна изготовитель ,"Номинальное рабочее давление PN, бар ",Тип номинального диаметра DN ,price,url,"Номинальный диаметр DN (Дн, D, d), мм ",Наличие резинового уплотнителя ,currency,Цвет трубы внутри ,Наружная поверхность трубы ,Возможность поставки в бухтах ,SDR ,ТУ ,Усилие протяжки ,Наличие раструба ,Международный стандарт ,Назначение ,"Кольцевая жесткость SN (класс кольцевой жесткости),  кН/м2 ",Основная единица измерения ,Наличие удаляемого защитного покрытия из полипропилена ,"Толщина стенки e, мм ",Другие виды соединения ,ГОСТ ,"Вес погонного метра, кг "
01336202-ef74-4e39-869a-124a9aac2c3b,13,"Труба (ПНД) ПЭ 100 SDR 17 Ø 225х13,4 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 17 Ø 225х13,4 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 17 Ø 225х13,4 мм питьевая ГОСТ 18599","198,5",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,10,NaN,1 653,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-225-sdr17-pn-10-2/,225,NaN,rub,NaN,NaN,нет,17,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"13,2","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"8,94"
77703cff-f84c-4ad6-95b9-275aecbdb1df,13,Труба 225 мм для электрического кабеля F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля F3 16 кН/м2,"198,5",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,1 838,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-f3-16-kn-m2/,225,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"13,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","8,9"
d6df65e0-0d79-4e87-adba-5adabee13eff,13,Труба 225 мм для электрического кабеля термостойкая 8 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля термостойкая 8 кН/м2,"203,6",сварка нагретым инструментом встык,SN 8,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,2 008,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-8-kn-m2/,225,NaN,rub,NaN,NaN,нет,21,NaN,8 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"10,7",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","7,3"
bd524f05-2446-46a4-9d02-85b99ca39519,13,"Труба (ПНД) ПЭ 100 SDR 13,6 Ø 225х16,6 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 13,6 Ø 225х16,6 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 13,6 Ø 225х16,6 мм питьевая ГОСТ 18599","191,9",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,"12,5",NaN,2 016,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-225-sdr13-6-pn-12-5-2/,225,NaN,rub,NaN,NaN,нет,"13,6",NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"16,5","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"10,9"
23db9d42-64ca-4bf6-8c70-16f7a9278f85,13,Труба 225 мм для электрического кабеля F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля F2 32 кН/м2,"191,9",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,2 251,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-f2-32-kn-m2/,225,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"16,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","10,9"
bd7ed526-e7eb-4c2d-a480-fc358a3a02fe,13,"Труба (ПНД) ПЭ 100 SDR 11 Ø 225х20,5 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 11 Ø 225х20,5 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 11 Ø 225х20,5 мм питьевая ГОСТ 18599","184,1",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,16,NaN,2 442,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-225-sdr11-pn-16-2/,225,NaN,rub,NaN,NaN,нет,11,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"20,5","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"13,2"
f062a000-fded-4601-b0d4-49638b3d60ce,13,Труба 225 мм для электрического кабеля термостойкая F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля термостойкая F3 16 кН/м2,"198,5",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,2 448,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-f3-16-kn-m2/,225,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"13,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","8,9"
e9ebb0b0-3a71-4c2e-b348-c78b39ae09a1,13,Труба 225 мм для электрического кабеля негорючая 4 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля негорючая 4 кН/м2,"207,7",сварка нагретым инструментом встык,SN 4,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,2 533,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-negoryuchaya-4-kn-m2/,225,NaN,rub,NaN,NaN,нет,26,NaN,4 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"8,7",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","5,9"
08629619-9280-4e0e-a476-5dc0cf494088,13,Труба 225 мм для электрического кабеля F1 64 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля F1 64 кН/м2,"184,1",сварка нагретым инструментом встык,SN 64,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,2 726,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-f1-64-kn-m2/,225,NaN,rub,NaN,NaN,нет,11,NaN,F1 64 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"20,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","13,2"
8592cc18-6bcb-496a-bcdb-d90bfc140bd1,13,"Труба 225 мм для электрического кабеля термостойкая, негорючая 4 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 225 мм для эл. кабеля термостойкая, негорючая 4 кН/м2","207,7",сварка нагретым инструментом встык,SN 4,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,2 822,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-4-kn-m2/,225,NaN,rub,NaN,NaN,нет,26,NaN,4 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"8,7",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","5,9"
f3995f76-7f42-4b61-af48-0b38777dc4f0,13,Труба 225 мм для электрического кабеля термостойкая F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля термостойкая F2 32 кН/м2,"191,9",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,2 998,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-f2-32-kn-m2/,225,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"16,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","10,9"
5b3d686c-397e-42c7-9989-634d1060aec1,13,Труба 225 мм для электрического кабеля негорючая 8 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля негорючая 8 кН/м2,"203,6",сварка нагретым инструментом встык,SN 8,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,3 141,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-negoryuchaya-8-kn-m2/,225,NaN,rub,NaN,NaN,нет,21,NaN,8 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"10,7",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","7,3"
28c06d02-c0c8-4a3e-b41b-cc4766335f0b,13,Труба 225 мм для электрического кабеля 96 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля 96 кН/м2,175,сварка нагретым инструментом встык,SN 96,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,3 263,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-96-kn-m2/,225,NaN,rub,NaN,NaN,нет,9,NaN,96 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,25,электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","15,8"
6f0a2f5a-40ca-4774-9ed0-fc2d4c35355b,13,"Труба 225 мм для электрического кабеля термостойкая, негорючая 8 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 225 мм для эл. кабеля термостойкая, негорючая 8 кН/м2","203,6",сварка нагретым инструментом встык,SN 8,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,3 498,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-8-kn-m2/,225,NaN,rub,NaN,NaN,нет,21,NaN,8 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"10,7",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","7,3"
2a8daf1d-4590-4a35-a727-a664c8ee0169,13,Труба 225 мм для электрического кабеля термостойкая F1 64 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля термостойкая F1 64 кН/м2,"184,1",сварка нагретым инструментом встык,SN 64,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,3 630,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-f1-64-kn-m2/,225,NaN,rub,NaN,NaN,нет,11,NaN,F1 64 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"20,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","13,2"
b940bbf9-3d04-40b3-9f77-bf73f0167eb0,13,Труба 225 мм для электрического кабеля негорючая F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля негорючая F3 16 кН/м2,"198,5",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,3 850,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-negoryuchaya-f3-16-kn-m2/,225,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"13,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","8,9"
adc2cd22-b01f-4695-8bbb-9a0c18dc747a,13,"Труба 225 мм для электрического кабеля термостойкая, негорючая F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 225 мм для эл. кабеля термостойкая, негорючая F3 16 кН/м2","198,5",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,4 291,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-f3-16-kn-m2/,225,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"13,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","8,9"
ecac5200-276c-4fff-9ee8-068ac83d2769,13,Труба 225 мм для электрического кабеля термостойкая 96 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля термостойкая 96 кН/м2,175,сварка нагретым инструментом встык,SN 96,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,4 345,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-96-kn-m2/,225,NaN,rub,NaN,NaN,нет,9,NaN,96 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,25,электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","15,8"
ccf2cfc0-3db3-4a77-960b-1ce4ca7d2484,13,Труба 225 мм для электрического кабеля негорючая F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля негорючая F2 32 кН/м2,"191,9",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,4 695,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-negoryuchaya-f2-32-kn-m2/,225,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"16,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","10,9"
17567df1-5d8d-4a3d-bf2d-0cbaa2528504,13,"Труба 225 мм для электрического кабеля термостойкая, негорючая F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 225 мм для эл. кабеля термостойкая, негорючая F2 32 кН/м2","191,9",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,5 232,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-f2-32-kn-m2/,225,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"16,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","10,9"
b3f5d04b-310a-4812-a0fa-e3054371da2c,13,Труба 225 мм для электрического кабеля негорючая F1 64 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля негорючая F1 64 кН/м2,"184,1",сварка нагретым инструментом встык,SN 64,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,5 685,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-negoryuchaya-f1-64-kn-m2/,225,NaN,rub,NaN,NaN,нет,11,NaN,F1 64 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"20,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","13,2"
773e1d68-717d-4e1a-bdf1-07dd2c3e6b1d,13,"Труба 225 мм для электрического кабеля термостойкая, негорючая F1 64 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 225 мм для эл. кабеля термостойкая, негорючая F1 64 кН/м2","184,1",сварка нагретым инструментом встык,SN 64,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,6 335,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-f1-64-kn-m2/,225,NaN,rub,NaN,NaN,нет,11,NaN,F1 64 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"20,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","13,2"
5e118ab0-0042-4914-9000-bd8b0c519f08,13,Труба 225 мм для электрического кабеля негорючая 96 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 225 мм для эл. кабеля негорючая 96 кН/м2,175,сварка нагретым инструментом встык,SN 96,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,6 806,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-negoryuchaya-96-kn-m2/,225,NaN,rub,NaN,NaN,нет,9,NaN,96 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,25,электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","15,8"
49e29bcf-a157-4998-bf17-8997042dab99,13,"Труба 225 мм для электрического кабеля термостойкая, негорючая 96 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 225 мм для эл. кабеля термостойкая, негорючая 96 кН/м2",175,сварка нагретым инструментом встык,SN 96,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,7 583,https://nf-truba.ru/catalog/product/truba-225-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-96-kn-m2/,225,NaN,rub,NaN,NaN,нет,9,NaN,96 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,25,электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","15,8"
7ed4d08d-536b-4625-9d7f-1b1faa54e0a4,NaN,"Труба дренажная SN4 однослойная без фильтра OD 225 х 25 м это основной элемент системы закрытого или, как его еще называют, подземного дpeнажа, предназначенный для сбора и отведения грунтовых или поверхностных вод в канализационный колодец.",NaN,NaN,черный,Труба дренажная SN4 однослойная без фильтра OD 225 х 25 м,NaN,NaN,NaN,NaN,с перфорациями,NaN,Россия,NaN,OD,7 687,https://nf-truba.ru/catalog/product/truba-drenazhnaya-sn4-odnosloynaya-bez-filtra-od-225-x-25-m/,225,NaN,rub,NaN,NaN,NaN,NaN,ТУ 2248-006-16965449- 2016,NaN,NaN,NaN,"подземный дренаж, отвод грунтовых вод",4,NaN,NaN,NaN,NaN,NaN,NaN
516ad745-cbda-47e1-8722-d47109dd7c05,6,"Труба Корсис ПРО гофрированная SN16 OD 225 мм изготавливается из полипропилена ПП (PP) и предназначена для подземных сетей ливневой и бытовой канализации. Выпускается в отрезках по 6 м. Трубы «Корсис» поставляются в комплекте с раструбом и резиновым уплотнителем. Полезная (рабочая) длина труб «Корсис» — 6 м, не считая длину раструба. Литой раструб приварен к трубе с помощью экструзионной сварки в заводских условиях. Трубы Корсис производятся с 2006 года на предприятиях группы «Полипластик» в Московской области, Новочебоксарске и ст. Динская (Краснодарский край).","6,3",гладкая,черный,Труба Корсис ПРО гофрированная SN16 OD 225 мм,200,раструбный,NaN,NaN,двухслойная,225,Россия,NaN,OD,8 325,https://nf-truba.ru/catalog/product/truba-gofrirovannaya-korsis-pro-sn16-od-225-mm/,225,с резиновым уплотнителем в комплекте,rub,синяя,гофрированная,NaN,NaN,ТУ 2248-001-96467180-2008,NaN,с раструбом в комплекте,NaN,канализация,16,NaN,NaN,NaN,NaN,ГОСТ Р 54475-2011,NaN
08b179ca-30e3-44cb-a1c9-96cd2e778aa3,6,"Труба Корсис гофрированная SN8 OD 225 мм изготавливается из полиэтилена ПЭ (PE) и предназначена для подземных сетей ливневой и бытовой канализации. Выпускается в отрезках по 6 м. Трубы «Корсис» поставляются в комплекте с раструбом и резиновым уплотнителем. Полезная (рабочая) длина труб «Корсис» — 6 м, не считая длину раструба. Литой раструб приварен к трубе с помощью экструзионной сварки в заводских условиях. Трубы Корсис производятся с 2006 года на предприятиях группы «Полипластик» в Московской области, Новочебоксарске и ст. Динская (Краснодарский край).","6,3",гладкая,черный,Труба Корсис гофрированная SN8 OD 225 мм,200,раструбный,NaN,NaN,двухслойная,225,Россия,NaN,OD,8 565,https://nf-truba.ru/catalog/product/truba-gofrirovannaya-korsis-sn8-od-225-mm/,225,с резиновым уплотнителем в комплекте,rub,белая,гофрированная,NaN,NaN,ТУ 2248-001-96467180-2008,NaN,с раструбом в комплекте,NaN,канализация,8,NaN,NaN,NaN,NaN,ГОСТ Р 54475-2011,NaN
71d96185-e7cc-4696-b2fb-8ba78e9f2a27,NaN,"Труба дренажная SN4 однослойная с геофильтром OD 225 х 25 м это основной элемент системы закрытого или, как его еще называют, подземного дpeнажа, предназначенный для сбора и отведения грунтовых или поверхностных вод в канализационный колодец.",NaN,NaN,черный,Труба дренажная SN4 однослойная с геофильтром OD 225 х 25 м,NaN,NaN,NaN,NaN,с перфорациями,NaN,Россия,NaN,OD,8 651,https://nf-truba.ru/catalog/product/truba-drenazhnaya-sn4-odnosloynaya-s-geofiltrom-od-225-x-25-m/,225,NaN,rub,NaN,NaN,NaN,NaN,ТУ 2248-006-16965449- 2016,NaN,NaN,NaN,"подземный дренаж, отвод грунтовых вод",4,NaN,NaN,NaN,NaN,NaN,NaN
4133e85c-c634-42fd-ab97-6c627fcdd581,13,"Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 250х9,6 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 250х9,6 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 250х9,6 мм техническая","230,8",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,873,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-26-tip-sl-250x9-6-mm-tehnicheskaya/,250,NaN,rub,черный,NaN,NaN,26,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"9,6",электромуфтовая сварка,NaN,"7,29"
9dfebd5f-d90f-4862-89fa-46de085290dd,13,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 250х14,2 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17,6 тип С Ø 250х14,2 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 250х14,2 мм техническая","221,6",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,1 270,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-6-tip-s-250x14-2-mm-tehnicheskaya/,250,NaN,rub,черный,NaN,NaN,"17,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"14,2",электромуфтовая сварка,NaN,"10,6"
40e1a878-63ca-41f6-a778-8c0b63a2f61c,13,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 250х14,8 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17 тип С+ Ø 250х14,8 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 250х14,8 мм техническая","220,4",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,1 318,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-tip-s-250x14-8-mm-tehnicheskaya/,250,NaN,rub,черный,NaN,NaN,17,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"14,8",электромуфтовая сварка,NaN,11
